X;Y
411;[-1.38883421 -0.70222168]
412;[-1.38543952 -0.7074074 ]
413;[-1.38200969 -0.71264275]
414;[-1.37854448 -0.71792841]
415;[-1.37504362 -0.72326503]
416;[-1.37150688 -0.72865331]
417;[-1.367934   -0.73409393]
418;[-1.36432472 -0.73958759]
419;[-1.36067878 -0.745135  ]
420;[-1.3569959 -0.7507369]
421;[-1.35327581 -0.75639402]
422;[-1.34951823 -0.76210711]
423;[-1.34572288 -0.76787693]
424;[-1.34188945 -0.77370425]
425;[-1.33801766 -0.77958987]
426;[-1.33410719 -0.78553458]
427;[-1.33015775 -0.79153921]
428;[-1.32616901 -0.79760458]
429;[-1.32214065 -0.80373153]
430;[-1.31807233 -0.80992092]
431;[-1.31396374 -0.81617364]
432;[-1.30981451 -0.82249056]
433;[-1.3056243  -0.82887259]
434;[-1.30139275 -0.83532065]
435;[-1.29711949 -0.84183569]
436;[-1.29280416 -0.84841865]
437;[-1.28844636 -0.8550705 ]
438;[-1.2840457  -0.86179225]
439;[-1.2796018  -0.86858488]
440;[-1.27511423 -0.87544944]
441;[-1.27058259 -0.88238696]
442;[-1.26600644 -0.88939852]
443;[-1.26138535 -0.89648519]
444;[-1.25671888 -0.90364808]
445;[-1.25200656 -0.91088832]
446;[-1.24724794 -0.91820706]
447;[-1.24244254 -0.92560546]
448;[-1.23758986 -0.93308472]
449;[-1.23268942 -0.94064604]
450;[-1.2277407  -0.94829068]
451;[-1.22274318 -0.95601988]
452;[-1.21769633 -0.96383495]
453;[-1.21259961 -0.97173718]
454;[-1.20745245 -0.97972791]
455;[-1.20225429 -0.98780851]
456;[-1.19700454 -0.99598037]
457;[-1.19170261 -1.00424489]
458;[-1.18634789 -1.01260353]
459;[-1.18093975 -1.02105776]
460;[-1.17547756 -1.02960907]
461;[-1.16996067 -1.03825899]
462;[-1.16438842 -1.04700908]
463;[-1.15876011 -1.05586093]
464;[-1.15307507 -1.06481615]
465;[-1.14733257 -1.07387639]
466;[-1.1415319  -1.08304333]
467;[-1.13567231 -1.09231868]
468;[-1.12975306 -1.10170417]
469;[-1.12377336 -1.11120157]
470;[-1.11773244 -1.12081269]
471;[-1.1116295  -1.13053936]
472;[-1.10546372 -1.14038343]
473;[-1.09923427 -1.1503468 ]
474;[-1.09294031 -1.16043139]
475;[-1.08658099 -1.17063914]
476;[-1.08015542 -1.18097204]
477;[-1.07366273 -1.19143208]
478;[-1.06710203 -1.20202129]
479;[-1.0604724  -1.21274173]
480;[-1.05377293 -1.22359546]
481;[-1.0470027  -1.23458457]
482;[-1.04016076 -1.24571117]
483;[-1.0332462  -1.25697738]
484;[-1.02625805 -1.26838532]
485;[-1.01919538 -1.27993713]
486;[-1.01205725 -1.29163494]
487;[-1.00484272 -1.30348088]
488;[-0.99755085 -1.31547705]
489;[-0.99018073 -1.32762557]
490;[-0.98273144 -1.33992849]
491;[-0.97520211 -1.35238786]
492;[-0.96759186 -1.36500567]
493;[-0.95989987 -1.37778385]
494;[-0.95212533 -1.39072429]
495;[-0.94426749 -1.40382877]
496;[-0.93632563 -1.41709901]
497;[-0.9282991 -1.4305366]
498;[-0.92018731 -1.44414302]
499;[-0.91198974 -1.45791962]
500;[-0.90370596 -1.47186758]
501;[-0.89533563 -1.48598792]
502;[-0.88687851 -1.50028145]
503;[-0.87833447 -1.51474877]
504;[-0.86970351 -1.52939027]
505;[-0.86098576 -1.54420605]
506;[-0.8521815  -1.55919595]
507;[-0.84329118 -1.57435951]
508;[-0.8343154  -1.58969594]
509;[-0.82525496 -1.60520414]
510;[-0.81611084 -1.62088261]
